path_label_1,path_label_2,path_length,path_coordinate,k_1,k_2,k_3,frequency_1,frequency_2,frequency_3,frequency_4,frequency_5,frequency_6
X,G,0.0153618973096021,0.18,0,0,-0.41,0.0921950684317559,0.103540618392483,0.127994120059267,0.156394880104087,0.175222322126832,0.23055496333406
X,G,0.0153618973096021,0.19,0,0,-0.405,0.0913628150211849,0.102538067851429,0.127887266866698,0.157299958679498,0.175143347473503,0.23080209477584
X,G,0.0153618973096021,0.2,0,0,-0.4,0.0905085961665388,0.101514602858078,0.127749651814943,0.158210453623079,0.175071862646082,0.231061729422768
X,G,0.0153618973096021,0.21,0,0,-0.395,0.089633970835278,0.100472146005003,0.127578535431658,0.159123856854952,0.175009600228202,0.231333715330597
X,G,0.0153618973096021,0.22,0,0,-0.39,0.0887403720540798,0.0994123942388047,0.127371395611928,0.160037705976533,0.174958388207958,0.231617888691167
X,G,0.0153618973096021,0.23,0,0,-0.385,0.0878291166161797,0.0983368447796093,0.127125933693374,0.160949518026715,0.174920175615609,0.231914073340032
X,G,0.0153618973096021,0.24,0,0,-0.38,0.0869014144662903,0.0972468190418831,0.126840078127696,0.161856714978422,0.174897071146156,0.232222080276741
X,G,0.0153618973096021,0.25,0,0,-0.375,0.0859583775996792,0.0961434842963285,0.126511986207758,0.162756537200365,0.174891398498443,0.232541707204053
X,G,0.0153618973096021,0.26,0,0,-0.37,0.0850010283842996,0.0950278730249226,0.126140044028897,0.1636459409464,0.174905772320523,0.232872738092427
X,G,0.0153618973096021,0.27,0,0,-0.365,0.0840303072657229,0.0939009000499709,0.125722864700386,0.164521476817129,0.174943197751981,0.23321494277611
X,G,0.0153618973096021,0.28,0,0,-0.36,0.0830470798492298,0.0927633775898638,0.125259284752538,0.165379149499045,0.175007193157394,0.233568076587033
X,G,0.0153618973096021,0.29,0,0,-0.355,0.0820521433760254,0.0916160284285586,0.124748358682709,0.166214267636683,0.175101927040466,0.233931880032493
X,G,0.0153618973096021,0.3,0,0,-0.35,0.0810462326244769,0.0904594973964193,0.124189351627569,0.167021310784408,0.175232341968927,0.234306078522275
X,G,0.0153618973096021,0.31,0,0,-0.345,0.0800300252750806,0.0892943613563449,0.123581730219757,0.167793872921244,0.175404205729143,0.234690382150478
X,G,0.0153618973096021,0.32,0,0,-0.34,0.0790041467814286,0.0881211378773673,0.122925151767773,0.16852478858564,0.175623983283836,0.235084485536763
X,G,0.0153618973096021,0.33,0,0,-0.335,0.0779691747901887,0.0869402927621554,0.122219451975117,0.169206587432418,0.1758983832995,0.235488067731212
X,G,0.0153618973096021,0.34,0,0,-0.33,0.0769256431520153,0.0857522465776427,0.121464631478388,0.169832395088105,0.176233460891431,0.235900792186295
X,G,0.0153618973096021,0.35,0,0,-0.325,0.0758740455630971,0.0845573803208375,0.120660841527952,0.170397217413122,0.176633338978281,0.236322306798771
X,G,0.0153618973096021,0.36,0,0,-0.32,0.0748148388742266,0.083356040335628,0.119808369156228,0.170899217825278,0.177098938090489,0.236752244023589
X,G,0.0153618973096021,0.37,0,0,-0.315,0.0737484461011638,0.0821485425815033,0.118907622177804,0.171340368928723,0.177627332906949,0.237190221061057
X,G,0.0153618973096021,0.38,0,0,-0.31,0.0726752591669041,0.0809351763417386,0.117959114345218,0.171726070116398,0.178212143408173,0.237635840117808
X,G,0.0153618973096021,0.39,0,0,-0.305,0.0715956414033833,0.0797162074467755,0.116963450948373,0.172063913272238,0.178844778127591,0.238088688741238
X,G,0.0153618973096021,0.4,0,0,-0.3,0.0705099298372458,0.0784918810781649,0.115921315099179,0.1723622143902,0.179515911352352,0.238548340226345
X,G,0.0153618973096021,0.41,0,0,-0.295,0.069418437281619,0.0772624242094462,0.114833454891043,0.17262886341439,0.180216641702264,0.239014354093134
X,G,0.0153618973096021,0.42,0,0,-0.29,0.0683214542533869,0.0760280477325407,0.113700671569606,0.172870690633869,0.180939133550451,0.239486276632043
X,G,0.0153618973096021,0.43,0,0,-0.285,0.0672192507332568,0.0747889483115258,0.112523808800415,0.173093266221339,0.181676824554075,0.239963641514144
X,G,0.0153618973096021,0.44,0,0,-0.28,0.0661120777839421,0.0735453099998785,0.111303743073415,0.173300958814532,0.182424373308102,0.24044597046232
X,G,0.0153618973096021,0.45,0,0,-0.275,0.0650001690400391,0.072297305652315,0.110041375245096,0.173497107415786,0.183177492804744,0.24093277397903
X,G,0.0153618973096021,0.46,0,0,-0.27,0.0638837420816322,0.0710450981580925,0.108737623187441,0.173684219050427,0.183932757254201,0.241423552125836
